Age,Annual_Income,Loan_Amount,Existing_Debts,Credit_Utilization,Payment_History,Credit_History_Length,Savings_Balance,EMI_Amount,Debt_to_Income_Ratio,Creditworthy
55,1239474,416056,477061,46,55,10,235011,23554,38.49,0
42,517545,645350,358451,35,80,11,249214,13494,69.26,0
58,1445874,539838,354318,90,73,11,306870,12485,24.51,0
51,749391,726923,36163,57,89,8,114983,1311,4.83,0
34,627479,908440,49592,10,66,23,451905,28005,7.9,0
44,1274401,445991,218223,37,54,23,973620,27361,17.12,0
52,697393,983332,188405,33,51,9,115652,39202,27.02,0
56,1285847,553528,379575,25,61,8,605708,16567,29.52,0
52,1325832,569149,8039,58,54,12,87848,16980,0.61,0
35,1315009,854406,139270,60,91,17,919660,22938,10.59,0
55,937990,727748,165426,98,90,23,772492,1121,17.64,0
23,1350575,654879,246585,25,69,15,750894,34518,18.26,0
36,956350,302990,265968,59,57,19,931324,7934,27.81,0
25,762834,330759,312564,62,50,28,407538,10251,40.97,0
41,1040597,72838,351679,68,55,20,572523,31245,33.8,0
30,1050122,352872,3436,90,60,6,120629,13359,0.33,0
39,646880,690537,93550,50,52,5,900238,13855,14.46,0
45,675551,652288,171929,88,80,8,594249,18628,25.45,0
24,930559,364942,16057,26,77,18,262139,25651,1.73,1
49,721727,515992,1310,64,96,21,60356,24249,0.18,0
39,236948,987126,126913,15,92,21,639041,42969,53.56,0
22,553351,194608,468571,51,54,15,528275,37050,84.68,0
30,1063204,186772,244841,35,75,3,821355,3275,23.03,1
45,746312,744199,254988,81,65,14,388035,21192,34.17,0
40,979521,846680,472209,22,80,26,622766,1765,48.21,0
39,1482322,95291,66013,26,77,15,43750,36483,4.45,1
43,611373,919061,322166,60,56,13,370013,18881,52.7,0
44,1480325,265963,139978,21,87,21,510443,45906,9.46,1
31,1208507,175612,140940,42,58,20,254365,45692,11.66,0
54,826776,591465,18546,29,88,27,360592,30501,2.24,1
48,821029,462699,98812,36,84,21,262415,38834,12.04,1
25,431773,93815,72855,19,92,26,400186,34257,16.87,1
25,1182099,874965,33149,17,76,9,818415,27999,2.8,1
41,1422742,836458,375735,62,61,23,908165,40142,26.41,0
32,1212889,154997,198453,94,74,17,490826,35703,16.36,0
24,597751,110611,154756,54,92,19,515916,36517,25.89,0
40,716031,661530,292002,15,78,25,905528,45256,40.78,0
58,247367,467876,45330,17,80,4,409121,12883,18.32,1
45,1134622,760463,255052,54,83,20,327627,10295,22.48,0
34,868640,417057,190276,42,82,10,821460,28857,21.91,0
31,607962,92082,354347,5,76,22,472825,41232,58.28,0
52,564716,197330,287437,43,51,3,193118,30867,50.9,0
31,777539,677901,319013,31,63,19,274378,45905,41.03,0
38,1333397,934747,352573,40,62,9,746169,7286,26.44,0
47,444697,926122,135701,36,73,29,214239,46763,30.52,0
38,1258783,145220,5704,45,54,5,327155,27290,0.45,0
43,926487,589677,132848,19,83,14,788403,5149,14.34,1
31,1276333,141860,188327,35,72,7,126135,39616,14.76,0
41,1133730,733045,48281,10,68,21,153133,41424,4.26,0
25,654623,502436,116972,93,79,6,59253,3345,17.87,0
43,1020254,994699,113532,56,98,24,661222,22933,11.13,0
45,241340,71797,424452,86,92,8,623642,40448,175.87,0
30,442955,948407,66780,26,65,2,578955,9770,15.08,0
42,1169738,933601,394549,35,99,27,330940,19082,33.73,1
39,1092743,820227,200277,77,89,25,891330,46555,18.33,0
21,1243131,640620,476336,50,83,26,122042,11863,38.32,0
27,628373,810943,444162,71,98,28,74065,7984,70.68,0
24,1164211,274997,244955,95,60,28,348530,28503,21.04,0
21,1257975,506123,317477,47,63,28,564926,39024,25.24,0
35,851021,450404,158349,5,97,14,92455,40319,18.61,1
32,954208,335840,181678,48,96,22,427100,2468,19.04,0
42,1145161,52024,133005,61,64,7,762376,10132,11.61,0
42,1006479,479201,164586,13,84,3,171769,36086,16.35,1
37,431615,711944,253130,9,56,20,617908,38304,58.65,0
49,809981,403142,238408,83,78,22,658631,39115,29.43,0
34,825219,208116,89893,13,93,23,236909,15462,10.89,1
40,1189658,831627,223679,49,71,6,541402,47349,18.8,0
53,337852,317429,325102,96,72,21,564838,23323,96.23,0
35,797839,506331,400043,81,73,14,934973,19167,50.14,0
32,530810,843802,30844,28,84,12,450987,11067,5.81,1
40,253010,67903,376645,78,59,18,278636,4226,148.87,0
50,1480660,737859,353344,46,57,12,243720,12920,23.86,0
58,1107272,934336,792,26,97,7,274115,26561,0.07,1
23,380680,859427,432911,64,97,5,187422,49040,113.72,0
48,599130,417304,83187,90,61,12,675004,36587,13.88,0
46,736364,478416,42510,41,78,9,757065,37738,5.77,0
50,1103057,662665,432353,43,78,29,860626,11258,39.2,0
33,269835,251474,113104,88,72,11,485848,32655,41.92,0
33,722757,456782,477826,78,75,4,898391,35873,66.11,0
22,836712,874254,204482,78,86,14,910078,19854,24.44,0
57,863478,419556,475428,94,81,26,153606,49675,55.06,0
58,519055,887654,301776,93,87,12,678128,21178,58.14,0
22,1190993,930520,167862,57,55,18,294769,20275,14.09,0
56,303088,543301,345712,32,57,7,507992,10875,114.06,0
46,1159296,402594,260851,81,66,23,825092,45133,22.5,0
31,1413575,493884,424101,19,61,1,740536,36915,30.0,0
28,462530,683654,65214,64,71,27,30032,13253,14.1,0
42,417767,422222,469760,64,63,13,992439,29737,112.45,0
40,1309970,638141,44870,10,83,16,441108,46870,3.43,1
28,846004,235715,259289,56,68,5,495341,8901,30.65,0
49,387486,960226,48110,16,55,19,209451,18558,12.42,0
46,1172320,203405,371558,23,67,25,558645,20333,31.69,0
50,1491132,459174,136243,79,85,9,485728,11001,9.14,0
37,566590,626730,140661,6,86,23,272641,26012,24.83,1
40,1418383,464170,18077,59,87,28,405350,30461,1.27,0
36,294702,280755,327018,19,64,9,159905,32811,110.97,0
27,305509,583963,465462,68,87,12,474164,34002,152.36,0
36,555752,139590,246797,73,89,18,960170,31410,44.41,0
47,1362886,420714,478988,19,58,27,721960,38538,35.15,0
43,1032234,343805,169299,47,55,26,341972,38896,16.4,0
44,758910,638577,408153,78,51,24,365067,30598,53.78,0
29,309935,67184,271898,21,65,26,893794,41927,87.73,0
55,460440,884395,287832,28,50,10,141098,36242,62.51,0
40,1366495,731182,269192,78,79,26,808540,33994,19.7,0
57,1120101,505519,284712,34,97,29,921029,31448,25.42,1
37,1158101,257537,359727,71,82,17,548758,33330,31.06,0
51,896314,841699,468235,55,50,19,301929,7160,52.24,0
28,269519,233719,410761,64,88,24,405469,44570,152.41,0
35,911475,899246,476165,7,65,11,992042,27851,52.24,0
51,1160655,872457,94449,9,66,16,468105,22185,8.14,0
50,1396688,171246,45217,32,97,8,816458,11007,3.24,1
40,244772,389749,179194,82,97,26,456023,6357,73.21,0
59,322431,706341,164818,15,87,24,990382,18794,51.12,0
32,1082522,879868,401925,76,67,27,185330,5764,37.13,0
37,394904,723832,127873,76,71,15,760170,15589,32.38,0
50,358988,200408,287502,80,71,28,449363,11037,80.09,0
49,1031303,730947,114064,19,84,11,317561,35105,11.06,1
39,714743,913624,273167,87,80,7,904211,6420,38.22,0
31,239080,287439,95387,52,89,2,516513,17501,39.9,0
54,306242,957023,159828,50,76,19,404302,35581,52.19,0
27,1029154,396655,456391,32,85,9,951910,10779,44.35,0
54,714080,583953,185353,11,53,18,110319,12444,25.96,0
40,1277624,732457,442505,75,98,13,621275,26118,34.63,0
58,1127281,927709,451313,98,54,23,85443,36142,40.04,0
44,367403,626762,469897,86,74,1,646526,2526,127.9,0
30,456392,777333,86728,92,80,19,101838,45527,19.0,0
52,220968,468401,178331,10,63,13,934588,8087,80.7,0
35,1482993,125911,149911,62,79,14,920219,9793,10.11,0
57,976230,142643,289554,72,96,17,881815,37382,29.66,0
40,1158298,866916,105696,59,61,22,325637,3149,9.13,0
23,1036624,309383,273591,71,76,20,294949,20685,26.39,0
57,793453,413309,117954,53,94,1,333930,42347,14.87,0
28,1054082,226682,86569,55,73,5,24248,27178,8.21,0
43,946470,756167,237963,63,79,20,211075,15015,25.14,0
31,353329,862267,206737,10,67,14,166456,20666,58.51,0
28,1349164,800639,358038,94,63,27,143968,3696,26.54,0
49,977110,146453,276051,55,68,26,937866,33173,28.25,0
50,1180812,628078,21637,42,71,27,881480,13626,1.83,0
30,932943,782320,169268,15,75,26,96175,48287,18.14,1
59,215588,846075,415585,56,56,18,721392,16314,192.77,0
48,917116,387990,226089,97,77,13,857454,45793,24.65,0
56,657301,462167,228289,24,87,23,355398,35073,34.73,1
33,966719,535320,133661,14,54,12,887061,32291,13.83,0
52,445456,458449,23560,30,85,15,754358,47207,5.29,1
56,1312949,587488,265178,52,67,24,748568,34484,20.2,0
57,730992,626563,131241,95,63,4,936441,23229,17.95,0
46,1288712,519284,92449,18,97,9,581679,6758,7.17,1
42,247361,925433,3239,63,72,3,121011,33251,1.31,0
24,1045279,726651,3415,16,63,29,235151,32833,0.33,0
51,342513,354592,478704,27,81,22,359711,12183,139.76,0
38,214677,998084,339088,89,54,11,792475,42273,157.95,0
58,271939,665973,134556,76,71,15,441912,36048,49.48,0
44,611742,464562,316131,43,77,16,457170,16080,51.68,0
43,959848,847051,18225,13,92,7,485833,10079,1.9,1
42,1008826,679742,80459,92,61,7,283370,21726,7.98,0
22,1383750,576054,192176,99,67,22,26858,19306,13.89,0
51,695062,839981,283080,29,85,9,251544,7278,40.73,0
31,322366,724053,301756,21,80,17,722208,37797,93.61,0
48,396164,505235,478162,46,62,13,646781,4063,120.7,0
52,992644,540674,357677,33,69,9,704660,47081,36.03,0
25,1023837,830644,383021,64,94,29,706830,42120,37.41,0
58,592776,944370,364413,71,85,9,690473,44147,61.48,0
30,556440,964105,39952,89,56,20,249828,44311,7.18,0
44,1041618,543496,321089,61,72,29,717456,4892,30.83,0
55,1161743,884760,218471,76,83,28,556304,19121,18.81,0
43,734820,520917,267524,18,99,12,267826,21604,36.41,1
37,410126,270172,181370,43,81,21,474136,27484,44.22,0
21,1189516,75301,479462,20,70,19,945254,43330,40.31,0
51,1235340,619051,80821,22,55,23,27445,37163,6.54,0
51,1464927,201837,420476,99,65,15,497656,36222,28.7,0
54,303021,881219,426095,79,84,18,438291,16828,140.62,0
29,989703,957107,147215,24,96,8,288835,5957,14.87,1
42,200209,57425,311888,50,69,25,891042,19671,155.78,0
33,422071,325001,204021,49,91,6,740084,40060,48.34,0
45,1232345,233843,162650,8,90,25,166932,32303,13.2,1
38,1006409,405143,342406,88,60,6,957675,9696,34.02,0
32,1453790,465660,319475,99,81,3,694781,45727,21.98,0
37,1358496,833849,92551,24,63,26,838521,13812,6.81,0
35,561732,615745,325959,15,73,3,173062,10595,58.03,0
35,1478720,545496,71519,69,93,2,337983,10959,4.84,0
35,1110294,785101,150250,22,88,5,540774,16383,13.53,1
59,416194,443920,92526,43,92,29,212174,9892,22.23,0
33,556930,579740,206929,48,80,20,472643,28780,37.16,0
37,588550,161153,191269,22,66,12,412262,29721,32.5,0
52,383011,875294,109365,51,74,6,957245,20389,28.55,0
29,873954,242543,298510,35,58,16,986593,46081,34.16,0
40,207399,529274,446171,43,71,5,277868,32369,215.13,0
46,1142621,330444,99830,42,94,6,975851,33778,8.74,0
47,298662,977070,237285,83,97,4,663567,14095,79.45,0
41,862858,450717,493489,51,84,14,950168,6221,57.19,0
38,972592,51845,304055,74,86,29,80886,27634,31.26,0
33,1116283,169342,345566,12,66,3,744921,49239,30.96,0
36,573221,875613,53619,90,77,17,103761,4677,9.35,0
29,1234023,500479,437512,69,50,5,674524,44779,35.45,0
32,996060,811654,284935,17,58,22,767797,48873,28.61,0
58,593545,813292,270445,59,98,21,648454,26548,45.56,0
39,500763,768398,126866,92,62,21,567160,8334,25.33,0
27,1255608,298850,231730,89,96,28,754851,45752,18.46,0
55,826946,788650,103623,47,81,6,463095,38932,12.53,0
38,1107555,297688,491745,8,77,20,843469,10033,44.4,0
36,247850,608692,374968,75,80,28,819417,48657,151.29,0
59,479916,596852,428995,64,57,4,622879,1284,89.39,0
24,548249,672186,36894,16,57,27,330012,40311,6.73,0
45,634895,330371,492133,63,83,13,510081,39338,77.51,0
52,1186275,570919,341762,81,72,8,218997,23115,28.81,0
33,204576,145259,442466,58,59,11,553635,19819,216.28,0
37,634848,174451,333138,48,86,24,313767,41291,52.48,0
57,1496868,490691,41770,20,97,28,26360,44791,2.79,1
26,1010586,67215,22300,10,74,19,518593,13712,2.21,0
39,214439,180577,118025,18,82,23,286358,34797,55.04,0
33,1467699,832680,199307,62,94,5,954726,33297,13.58,0
46,963445,121074,422701,35,53,5,344423,31591,43.87,0
34,316189,989203,382749,45,56,28,241964,23968,121.05,0
51,1358866,682909,40285,39,82,29,830735,25475,2.96,1
24,1181598,979958,197627,14,51,3,794772,20350,16.73,0
59,1005896,753577,117713,85,97,2,24698,32484,11.7,0
28,1159540,156759,163543,34,95,29,503548,8755,14.1,1
45,323980,178471,48671,48,81,3,694962,34321,15.02,0
33,427021,858143,380360,59,54,15,126544,17651,89.07,0
52,888630,458275,282414,75,95,7,287091,15203,31.78,0
58,1290875,622686,481367,22,66,3,62338,24519,37.29,0
58,941165,837718,119870,87,61,15,438753,2240,12.74,0
48,231541,215369,127897,83,61,11,32469,5159,55.24,0
50,675759,682592,406914,90,84,16,671846,19873,60.22,0
23,947358,154959,245526,43,70,13,607065,11780,25.92,0
48,329188,289317,234954,46,70,2,29371,9661,71.37,0
23,408150,731845,334409,58,51,20,247511,37055,81.93,0
54,676186,372111,170801,34,70,12,697884,29512,25.26,0
36,419073,934235,11171,24,64,21,253549,19403,2.67,0
42,680620,179745,472699,46,60,29,662241,43983,69.45,0
52,744444,104583,322828,93,59,7,861533,43549,43.36,0
58,941196,698365,448381,91,67,1,294618,30549,47.64,0
28,868795,494846,49948,9,72,14,350347,49719,5.75,0
28,925010,161359,34725,54,80,24,220409,6313,3.75,0
26,901696,601374,281594,45,75,10,117644,48815,31.23,0
34,1322207,721844,406516,98,51,3,188213,11252,30.75,0
52,1024341,773983,388044,43,88,11,125468,5317,37.88,0
55,793775,678420,84600,61,56,22,538693,43379,10.66,0
30,1138972,565329,135513,95,73,20,274297,26456,11.9,0
23,685825,109263,111315,61,88,21,821563,34606,16.23,0
32,509799,724035,412548,41,81,26,816112,9461,80.92,0
51,627557,956587,20115,11,75,28,226305,28945,3.21,1
49,919542,110664,99405,9,72,15,194716,47690,10.81,0
25,1300362,467896,87404,83,63,6,507816,5827,6.72,0
45,268304,984581,435213,55,78,18,110887,24371,162.21,0
51,565750,956906,217223,12,74,13,431499,13903,38.4,0
41,1426162,389112,144687,60,80,15,111347,20887,10.15,0
40,684103,970995,145804,77,51,3,856789,29536,21.31,0
59,255107,751486,418583,15,51,15,753259,31103,164.08,0
42,722058,817018,110670,26,72,24,912289,15400,15.33,0
24,1493767,446608,42738,81,96,24,553934,35843,2.86,0
33,550041,505473,242368,15,60,1,967308,15190,44.06,0
40,1321153,117804,132053,64,78,10,26036,19668,10.0,0
33,939663,874832,193953,19,91,24,541014,32869,20.64,1
37,604062,479767,189681,42,84,27,112326,48852,31.4,0
56,460933,864520,480306,5,98,18,444376,46301,104.2,0
53,482068,261087,484071,50,58,26,945778,48491,100.42,0
21,869242,992969,343810,92,81,26,886555,49032,39.55,0
35,1204059,491371,346495,47,79,29,228163,48369,28.78,0
33,1249671,137893,401782,26,64,8,937672,9995,32.15,0
37,566349,842401,485081,7,63,12,811535,48331,85.65,0
44,1228719,58981,202957,18,66,26,363581,29911,16.52,0
28,921975,464248,10728,6,71,5,171639,45702,1.16,0
47,688409,366235,367996,65,79,1,660539,46443,53.46,0
43,1031710,157154,346055,36,66,8,513782,7521,33.54,0
28,251999,336552,117616,42,65,28,114968,40123,46.67,0
28,401587,729601,218422,50,57,5,295835,32514,54.39,0
46,463356,884372,298358,46,88,17,130931,38539,64.39,0
33,340073,526154,189007,10,80,15,865524,36464,55.58,0
59,1327360,756465,218153,45,61,4,967576,46226,16.44,0
57,1085155,242122,307732,29,82,13,850550,47231,28.36,1
48,543288,53657,150025,15,61,17,829565,6796,27.61,0
45,755656,857662,330552,45,74,13,812325,34576,43.74,0
36,1309736,986184,468120,75,87,25,615690,44111,35.74,0
22,881214,263766,296247,61,97,26,928160,4293,33.62,0
38,472859,659019,70949,50,67,2,837552,43265,15.0,0
37,783072,223412,225877,90,68,24,90632,4459,28.84,0
50,591337,741310,442480,52,52,4,853950,19803,74.83,0
59,1275373,713227,151228,67,84,25,222055,5224,11.86,0
33,762193,783902,13423,43,54,2,29854,8571,1.76,0
52,1139077,54329,300206,14,84,12,980716,23747,26.36,1
49,853939,348009,173877,89,76,19,752879,26772,20.36,0
50,528206,772300,264131,74,86,18,321840,15171,50.01,0
38,299596,569897,62979,69,95,10,349726,49091,21.02,0
33,1081450,87869,299741,63,70,5,376874,40519,27.72,0
41,1246072,247977,83905,82,65,11,896497,10717,6.73,0
50,874502,956617,158940,40,77,1,207564,16411,18.17,1
41,1011536,548185,76970,31,74,28,592083,7237,7.61,0
37,208625,133984,63805,77,82,3,296704,43559,30.58,0
39,609142,961604,119779,59,66,17,623999,10236,19.66,0
35,493362,151069,473300,74,92,26,640865,44113,95.93,0
29,554060,298577,409852,99,79,15,650212,47927,73.97,0
30,1371758,926143,57467,85,90,14,752191,39087,4.19,0
51,1281781,378396,491135,57,53,24,352535,19251,38.32,0
43,1357660,391530,107732,64,51,15,130965,35143,7.94,0
50,229717,168728,148079,65,58,16,387278,41898,64.46,0
53,1093724,573846,363604,40,80,28,716677,22785,33.24,1
29,1142639,969215,488963,89,74,4,224611,26187,42.79,0
21,1191993,75801,207936,31,86,19,781841,40760,17.44,1
55,220169,792647,396605,45,85,24,922626,14850,180.14,0
31,1177362,809925,118105,32,54,29,904101,20700,10.03,0
54,1008036,664997,124535,20,73,25,769669,47003,12.35,0
36,551814,365414,271602,39,73,8,351524,18982,49.22,0
29,576749,514838,68481,40,78,6,797077,5949,11.87,1
52,852428,891967,74888,60,99,16,43146,31581,8.79,0
35,302537,305560,76022,23,94,3,782703,7572,25.13,1
32,835589,818026,172472,61,80,8,443093,27553,20.64,0
53,470151,782119,67628,89,86,29,925980,30733,14.38,0
34,1101347,66220,182929,37,68,5,980240,47498,16.61,0
28,1480280,325536,457583,27,72,5,447909,13589,30.91,0
28,1365995,528803,167599,67,84,12,617348,37934,12.27,0
47,1036014,445462,70648,74,99,25,161191,11114,6.82,0
32,953158,332154,279081,26,55,1,319823,1645,29.28,0
21,992214,176951,168744,71,55,7,531128,6884,17.01,0
31,791058,380502,242634,84,86,24,495341,24052,30.67,0
59,1479372,533419,1112,63,79,11,879013,13461,0.08,0
51,1015636,198306,428761,29,50,10,916556,27574,42.22,0
37,648402,932622,490492,21,57,3,547451,17473,75.65,0
53,552699,690083,482233,43,77,8,755483,48471,87.25,0
52,416096,492667,310499,81,74,1,752489,48904,74.62,0
49,958019,959222,75561,96,82,8,370835,45238,7.89,0
41,481833,175223,165154,79,87,23,565090,16421,34.28,0
41,545395,572886,118181,78,63,20,62175,34318,21.67,0
43,1436968,649493,60482,43,60,11,20111,6224,4.21,0
26,1181730,465000,79098,28,51,7,645275,47318,6.69,0
42,1287288,997176,404520,42,79,26,725296,39349,31.42,0
58,981675,51082,385122,92,79,27,599814,10435,39.23,0
57,436502,454364,56625,85,53,16,135588,4479,12.97,0
28,1444925,208566,465767,61,62,7,555407,10137,32.23,0
55,1155535,911525,438101,48,56,13,886643,27528,37.91,0
31,222551,364096,386503,40,87,10,202968,39859,173.67,0
44,1296644,86719,333390,74,52,29,515830,36401,25.71,0
41,293608,98737,274732,84,58,28,516729,40558,93.57,0
22,759849,502669,378054,49,63,17,661244,4501,49.75,0
39,1382540,157271,128658,96,60,3,438755,1889,9.31,0
59,486539,744896,20967,30,86,7,112473,9765,4.31,1
48,447652,231676,392297,15,63,11,754543,15197,87.63,0
37,1152155,494049,480656,56,68,13,65387,37928,41.72,0
26,451227,981543,286400,29,57,5,233561,43924,63.47,0
39,528477,642127,189420,35,56,25,183895,37819,35.84,0
58,666961,884363,418268,89,56,23,341699,49995,62.71,0
48,699755,352069,390265,49,52,19,620478,7197,55.77,0
22,904666,232075,212044,71,52,15,769520,14532,23.44,0
58,950310,492113,218423,80,67,1,57418,3283,22.98,0
57,1192657,137745,189551,44,94,5,366014,38752,15.89,0
24,327192,176298,342876,50,82,13,58695,17995,104.79,0
42,1080670,667997,453416,58,86,10,989440,32723,41.96,0
46,1147258,354431,214697,45,77,29,662556,47182,18.71,0
56,525499,796086,476356,93,85,5,907451,40605,90.65,0
33,662176,476228,130145,85,65,23,157490,24490,19.65,0
52,982780,681540,395722,42,64,1,561030,47500,40.27,0
37,438826,747143,98120,40,78,10,220290,41043,22.36,1
56,950782,421467,151781,87,67,18,58028,9715,15.96,0
39,681809,511531,189607,48,98,27,382279,37345,27.81,0
55,1434832,789126,306984,61,95,22,87700,15739,21.4,0
48,1192934,489707,245512,70,95,8,279762,23870,20.58,0
